Cell_ID,Cell Name,RSRP,RSRQ,Geohash,EARFCN_DL,Latitude_of_MDT,Longitude_of_MDT,MR_Count,Site ID,Site Name (from MAIN DATA),Cell ID,Antenna Height,Azimuth,E Tilt,M Tilt,Tilt,Latitude_of_Site,Longitude_of_Site,MDT height from MSL,Site height from MSL,Height Difference,Horizontal Distance,Angle_from_North,Azimuth_to_nearest_5_degrees,Reduced_Amount,Normalized_Azimuth,Latitude_Difference,Longitude_Difference,name,name:en,highway,surface,smoothness,width,lanes,oneway,bridge,layer,source,name:si,name:ta,osm_id,osm_type,Road_Coverage,Population_Density,geohash,total_population,population_density
6237953,Horape_South-GM0838-H_B,-107.89,-13.33,tc0zgh9t,1650,7.0129,79.938832,14,GM0838,Horape_South,L18_2,18.0,80.0,2,3.0,5.0,7.008412,79.933547,25,25,0,0.767625806,49.44962265,80,0,80,0.004488,0.005285,,,residential,,,,,,,,,,,493188598.0,ways_line,1,3547.60376,tc0zgh9t,91,0.24173969
6783232,Korase_North-GM0429-H_A,-99.2,-9.1,tc2btjbc,1650,7.151036,80.025492,20,GM0429,Korase_North,L18_1,50.0,40.0,3,0.0,3.0,7.148015,80.020966,42,32,10,0.601828686,56.07070945,40,0,40,0.003021,0.004526,,,unclassified,,,,,,,,,,,424629924.0,ways_line,1,2064.793701,tc2btjbc,0,0.0
6783232,Korase_North-GM0429-H_A,-83.0,-9.4,tc2bsyj2,1650,7.152115,80.02096,4,GM0429,Korase_North,L18_1,50.0,40.0,3,0.0,3.0,7.148015,80.020966,31,32,1,0.45589968,359.916805,40,0,40,0.0041,-6e-06,,,unclassified,,,,,,,,,,,432886940.0,ways_line,1,1746.240723,tc2bsyj2,0,0.0
6783232,Korase_North-GM0429-H_A,-83.0,-9.4,tc2bsyj2,1650,7.152115,80.02096,4,GM0429,Korase_North,L18_1,50.0,40.0,3,0.0,3.0,7.148015,80.020966,31,32,1,0.45589968,359.916805,40,0,40,0.0041,-6e-06,,,unclassified,,,,,,,,,,,432886941.0,ways_line,1,1746.240723,tc2bsyj2,0,0.0
6783232,Korase_North-GM0429-H_A,-83.0,-9.4,tc2bsyj2,1650,7.152115,80.02096,4,GM0429,Korase_North,L18_1,50.0,40.0,3,0.0,3.0,7.148015,80.020966,31,32,1,0.45589968,359.916805,40,0,40,0.0041,-6e-06,,,unclassified,,,,,,,,,,,432886492.0,ways_line,1,1746.240723,tc2bsyj2,0,0.0
6783232,Korase_North-GM0429-H_A,-83.0,-9.4,tc2bsyj2,1650,7.152115,80.02096,4,GM0429,Korase_North,L18_1,50.0,40.0,3,0.0,3.0,7.148015,80.020966,31,32,1,0.45589968,359.916805,40,0,40,0.0041,-6e-06,,,unclassified,,,,,,,,,,,432886494.0,ways_line,1,1746.240723,tc2bsyj2,0,0.0
6783232,Korase_North-GM0429-H_A,-83.0,-9.4,tc2bsyj2,1650,7.152115,80.02096,4,GM0429,Korase_North,L18_1,50.0,40.0,3,0.0,3.0,7.148015,80.020966,31,32,1,0.45589968,359.916805,40,0,40,0.0041,-6e-06,,,unclassified,,,,,,,,,,,432886944.0,ways_line,1,1746.240723,tc2bsyj2,0,0.0
5164408,Battaramulla_RT-CM0128-P_4A,0.0,0.0,tc0z687k,525,6.901564,79.91907,0,CM0128,Battaramulla_RT,L21_1111,41.0,0.0,5,2.0,7.0,6.901154,79.919813,9,9,0,0.093838125,299.0672906,0,0,0,0.00041,-0.000743,,,residential,,,,,,,,,,,391267892.0,ways_line,1,4575.032715,tc0z687k,0,0.0
5164408,Battaramulla_RT-CM0128-P_4A,0.0,0.0,tc0z687k,525,6.901564,79.91907,0,CM0128,Battaramulla_RT,L21_1111,41.0,0.0,5,2.0,7.0,6.901154,79.919813,9,9,0,0.093838125,299.0672906,0,0,0,0.00041,-0.000743,,,service,paved,,,,,,,,,,391267894.0,ways_line,1,4575.032715,tc0z687k,0,0.0
5164408,Battaramulla_RT-CM0128-P_4A,0.0,0.0,tc0z687k,525,6.901564,79.91907,0,CM0128,Battaramulla_RT,L21_1111,41.0,0.0,5,2.0,7.0,6.901154,79.919813,9,9,0,0.093838125,299.0672906,0,0,0,0.00041,-0.000743,,,residential,,,,,,,,,,,382974936.0,ways_line,1,4575.032715,tc0z687k,0,0.0
5237524,Mirihana_RT-CM0067-H_2A,-41.33,-7.25,tc0z46cr,1650,6.871887,79.905473,22,CM0067,Mirihana_RT,L18_11,18.0,40.0,6,1.0,7.0,6.872359,79.905012,28,28,0,0.07310695,135.8819359,40,0,40,-0.000472,0.000461,Wijesekara Mawatha,,residential,asphalt,,,,,,,,,,236372135.0,ways_line,1,8031.614746,tc0z46cr,0,0.0
5237597,Mirihana_RT-CM0067-P_2D,0.0,0.0,tc0z4766,525,6.873685,79.906923,0,CM0067,Mirihana_RT,L21_44,18.0,330.0,3,0.0,3.0,6.872359,79.905012,17,28,11,0.257384401,55.05018673,330,270,60,0.001326,0.001911,,,residential,,,,,,,,,,,615251414.0,ways_line,1,8031.614746,tc0z4766,0,0.0
5237597,Mirihana_RT-CM0067-P_2D,0.0,0.0,tc0z4766,525,6.873685,79.906923,0,CM0067,Mirihana_RT,L21_44,18.0,330.0,3,0.0,3.0,6.872359,79.905012,17,28,11,0.257384401,55.05018673,330,270,60,0.001326,0.001911,,,residential,,,,,,,,,,,120890272.0,ways_line,1,8031.614746,tc0z4766,0,0.0
5240832,Dematagoda-CM0136-H_A,-62.62,-7.69,tc0z3smp,1650,6.924047,79.877734,118,CM0136,Dematagoda,L18_1,28.0,50.0,9,4.0,13.0,6.923889,79.8775,18,19,1,0.031238501,55.77745984,50,0,50,0.000158,0.000234,Karlsruhe Place,,residential,,,,,,,,,,,54063729.0,ways_line,1,17921.89648,tc0z3smp,0,0.0
5519618,Main_St_North-CM1039-H_C,-28.17,-4.67,tc0z3p5t,1650,6.938796,79.853622,3,CM1039,Main_St_North,L18_3,13.0,250.0,2,6.0,8.0,6.938471,79.852953,12,13,1,0.082213158,63.92357814,250,180,70,0.000325,0.000669,4th Cross Street,,residential,,,,,,,,,,,10548342.0,ways_line,1,13565.39844,tc0z3p5t,38,0.101667926
5519618,Main_St_North-CM1039-H_C,-28.17,-4.67,tc0z3p5t,1650,6.938796,79.853622,3,CM1039,Main_St_North,L18_3,13.0,250.0,2,6.0,8.0,6.938471,79.852953,12,13,1,0.082213158,63.92357814,250,180,70,0.000325,0.000669,5th Cross Street,,tertiary,,,,,yes,,,,,,54134270.0,ways_line,1,13565.39844,tc0z3p5t,38,0.101667926
5519618,Main_St_North-CM1039-H_C,-28.17,-4.67,tc0z3p5t,1650,6.938796,79.853622,3,CM1039,Main_St_North,L18_3,13.0,250.0,2,6.0,8.0,6.938471,79.852953,12,13,1,0.082213158,63.92357814,250,180,70,0.000325,0.000669,Main Street,,primary,asphalt,,,2.0,,,,yahoo,,,625320324.0,ways_line,1,13565.39844,tc0z3p5t,38,0.101667926
5519618,Main_St_North-CM1039-H_C,-28.17,-4.67,tc0z3p5t,1650,6.938796,79.853622,3,CM1039,Main_St_North,L18_3,13.0,250.0,2,6.0,8.0,6.938471,79.852953,12,13,1,0.082213158,63.92357814,250,180,70,0.000325,0.000669,,,primary,,,,,yes,,,,,,625320328.0,ways_line,1,13565.39844,tc0z3p5t,38,0.101667926
5519618,Main_St_North-CM1039-H_C,-28.17,-4.67,tc0z3p5t,1650,6.938796,79.853622,3,CM1039,Main_St_North,L18_3,13.0,250.0,2,6.0,8.0,6.938471,79.852953,12,13,1,0.082213158,63.92357814,250,180,70,0.000325,0.000669,Old Butcher Street,,residential,,,,,,,,,,,54138797.0,ways_line,1,13565.39844,tc0z3p5t,38,0.101667926
